Job Title,Company Name,Preferred Qualifications,Link to Job
"Software Engineer (Ruby on Rails, Unity, Game) - DS",Trust Recruit Pte Ltd,"Minimally 5 years of software engineering experience (web development) across the full development lifecycle.Minimally 3 years of web development experience using Ruby on Rails.Proficient with both NoSQL &amp;amp; SQL databases (Mongo, Redis, MySQL)Good knowledge of Html5 and Javascript.Thorough understanding of Computer Science fundamentals such as OOP, RESTful architectures, Design Patterns etc.Good knowledge of containerization framework (Docker, Rancher, Kubernetes).Good understanding of authentication frameworks and data communication protocols like webSockets, signalR, Socket.IO.Good working knowledge of CI/CD environments or pipelines. (Gitlab, Jenkins, AWS Codepipeline)Experience with cloud technologies (AWS preferably). Example: IAM, EC2, Lambda, AWS RDS, Elasticsearch, AWS CodeBuild etc.Able to fulfil off-hours production support if required (L2).BonusExperience in designing game backends using Ruby on Rails.Experience in building games in Cocos or UNITY.Domain knowledge of the game industry from game development to actual game operation.Experience in data engineering tools like Jupyter and Python.How To ApplyInterested applicants please send your latest resume to ref19(at)trustrecruit.com.sg or click on “Apply Now” and provide the below details in your resume.Current salary (breakdown)Expected salaryNotice periodReason of leavingWe regret only shortlisted candidates will be notified.Important Note: Trust Recruit Pte Ltd is committed to safeguarding your personal data in accordance with the Personal Data Protection Act (PDPA).Please read our privacy statement on our corporate website www.trustrecruit.com.sg.Trust Recruit Pte LtdEA License No: 19C9950EA Personnel: Lim Dick Sern (Dick Sern)EA Personnel Reg No: R22106832",https://sg.linkedin.com/jobs/view/software-engineer-ruby-on-rails-unity-game-ds-at-trust-recruit-pte-ltd-3735191006?refId=1zLAAmkKNA6wr%2FKV0bSDDQ%3D%3D&trackingId=LvwOHLg%2FtJivaW4B26CUuw%3D%3D&position=5&pageNum=38&trk=public_jobs_jserp-result_search-card
DevOps Engineer - HC027,Activate Interactive,"&lt;p&gt;&lt;/p&gt;What are we looking for?&lt;p&gt;&lt;/p&gt;Degree or Diploma in Computer Science, Computer or Electronics Engineering, Information Technology, or related disciplinesMinimum 1 year experience with CI/CD, using preferably Gitlab, for applications developed in Java, .NET and/or JavascriptExperience with scripting languages such as Bash or PowershellExperience with containerised platforms such as Docker or KubernetesExperience in public cloud providers such as AWS, Azure or Google CloudStrong problem-solving and troubleshooting skillsResult and customer oriented with multi-tasking capabilitiesExcellent written, verbal communication, presentation and negotiation skillsExperience with Singapore Government Tech Stack SHIP_HATS is a plusExperience with infrastructure provision and management such as Ansible or Puppet is a plusExperience with Atlassian BitBucket, Bamboo, JIRA and Confluence is a plusGood understanding of network infrastructure (e.g. subnet, firewalls, routers etc.) and Linux operating system&lt;p&gt;&lt;/p&gt;Benefits&lt;p&gt;&lt;/p&gt;What do we offer in return?&lt;p&gt;&lt;/p&gt;Fun working environmentEmployee Wellness Program&lt;p&gt;&lt;/p&gt;Does it sound like something you are interested in exploring further? Please be in touch with our team for an initial chat at chi@activate.sg&lt;p&gt;&lt;/p&gt;Activate Interactive Singapore is an equal opportunity employer. Employment decisions will be based on merit, qualifications and abilities. Activate Interactive Pte Ltd does not discriminate in employment opportunities or practices on the basis of race, colour, religion, sex, sexuality, national origin, age, disability, marital status or any other characteristics protected by law.&lt;p&gt;&lt;/p&gt;Protecting your privacy and the security of your data are longstanding top priorities for Activate Interactive Pte Ltd.&lt;p&gt;&lt;/p&gt;Your personal data will be processed for the purposes of managing Activate Interactive Pte Ltd’s recruitment related activities, which include setting up and conducting interviews and tests for applicants, evaluating and assessing the results, and as is otherwise needed in the recruitment and hiring processes.&lt;p&gt;&lt;/p&gt;Please consult our Privacy Notice (https://www.activate.sg/privacy-policy) to know more about how we collect, use, and transfer the personal data of our candidates. Here you can find how you can request for access, correction and/or withdrawal of your Personal Data.",https://sg.linkedin.com/jobs/view/devops-engineer-hc027-at-activate-interactive-3710185613?refId=1zLAAmkKNA6wr%2FKV0bSDDQ%3D%3D&trackingId=3bUYeVEtJSsZ3ugPvuOT8g%3D%3D&position=6&pageNum=38&trk=public_jobs_jserp-result_search-card
POS Lead Developer,NETS,", develop technical specification documents, participate in solution design and also leading a team of POS developers in delivering new functions and features on POS terminal solutions to facilitate secure payment transactions.&lt;/p&gt;&lt;p&gt; &lt;/p&gt;&lt;p&gt;Our ideal candidate shall demonstrate strong application development capabilities using C for developing on embedded systems and also development capabilities on Android platform with subject matter expertise on payment solution development.&lt;/p&gt;&lt;p&gt; &lt;/p&gt;&lt;p&gt;Key Responsibilities&lt;/p&gt; Design, build and maintain payment solutions for POS terminal application and key management systems.Lead a team of POS developers in delivering clean, efficient and secure code based on technical specification and International Card Schemes",https://sg.linkedin.com/jobs/view/pos-lead-developer-at-nets-3718295513?refId=1zLAAmkKNA6wr%2FKV0bSDDQ%3D%3D&trackingId=SVCBhiaW9%2BVu43Ab9KHOrA%3D%3D&position=9&pageNum=38&trk=public_jobs_jserp-result_search-card
System Engineer (Entry Level Candidates Welcome),Talentsis Pte Ltd,"Experience in Windows server OS, Unix/Linux OS &amp;amp; VM environment Strong troubleshooting skills and analytical mind with problem-solving aptitude Excellent written and verbal communication to convey technical ideas to both technical and non-technical audiences and contribute within a team environment Pro-active, dynamic and with good analytical/conceptual thinking Able to work independently as well as in a team and good interpersonal skills Good Working knowledge with VPN, firewall appliances would be an advantage Good working knowledge with Cisco routers/switches would be an advantage Entry level candidates are welcome. Candidates with more/ complexity of experience will be considered for a senior role.Only Shortlisted candidates will be notified.(EA Reg No: 20C0312)",https://sg.linkedin.com/jobs/view/system-engineer-entry-level-candidates-welcome-at-talentsis-pte-ltd-3738670080?refId=1zLAAmkKNA6wr%2FKV0bSDDQ%3D%3D&trackingId=n87U7rqv7AlTVa68mzLNsw%3D%3D&position=10&pageNum=38&trk=public_jobs_jserp-result_search-card
Associate Principal Engineer (Interreality Technology),National University of Singapore,"to design and develop robust IT solutions for related developments in Virtual Reality/Augmented Reality/Artificial Intelligence applications&lt;/p&gt;&lt;p&gt;• Leverage new technologies, design and develop innovative solutions in compliance with enterprise IT policies and security guidelines&lt;/p&gt;&lt;p&gt;• Perform IT architecture design for system integration and application development&lt;/p&gt;&lt;p&gt;• Manage multiple projects (end-to-end) concurrently and coordinate its interdependencies&lt;/p&gt;&lt;p&gt;• Derive and produce technical strategies in implementation to achieve efficient deployment of faculty teaching and learning",https://sg.linkedin.com/jobs/view/associate-principal-engineer-interreality-technology-at-national-university-of-singapore-3724312209?refId=1zLAAmkKNA6wr%2FKV0bSDDQ%3D%3D&trackingId=%2BO7AZUFD7jod3bq4GcWmzQ%3D%3D&position=11&pageNum=38&trk=public_jobs_jserp-result_search-card
Software Engineer,InsiderSecurity,"Degree in Computer Science, Computer Engineering or Electrical EngineeringStrong in coding, eg, C, Go, Javascript or high-level scripting languagesCybersecurity background is a plus but not requiredMust be a Singapore residentBenefitsDo meaningful work in big challenging problemsBuild cutting-edge solutionsMentorship by cybersecurity expertsChalk up valuable experience and insights in the cybersecurity industryCompetitive salaryHybrid work model (staff can work 2 days a week remotely)After applying via mycareersfuture, kindly also submit your resume via https://apply.workable.com/insidersecurity/",https://sg.linkedin.com/jobs/view/software-engineer-at-insidersecurity-3729487123?refId=1zLAAmkKNA6wr%2FKV0bSDDQ%3D%3D&trackingId=tNwgJQCHOlm3lbtvNi5MtA%3D%3D&position=12&pageNum=38&trk=public_jobs_jserp-result_search-card
Software Engineer-Semiconductor,Spring Professional,"Bachelor's or higher degree in Computer Science, Software Engineering, or a related field.Proficiency in C++ and C# programming languages.Strong understanding of software engineering principles, algorithms, and data structures.Experience in software development for complex systems or industrial equipment is a plus.Knowledge of semiconductor manufacturing processes and equipment is an advantage.Excellent problem-solving skills and the ability to work in a fast-paced environment.Strong communication and collaboration skills.Self-motivated with a passion for delivering high-quality software solutions.",https://sg.linkedin.com/jobs/view/software-engineer-semiconductor-at-spring-professional-3750350502?refId=1zLAAmkKNA6wr%2FKV0bSDDQ%3D%3D&trackingId=uUBoStAgv%2BZpqGDqaMvirA%3D%3D&position=15&pageNum=38&trk=public_jobs_jserp-result_search-card
Application Programmer - Murex,MIGSO-PCUBED,&lt;/u&gt;&lt;/p&gt;&lt;p&gt;At least a Bachelor’s degree in any of these faculties:&lt;/p&gt;Computer ScienceInformation TechnologyProgramming &amp;amp; Systems AnalysisScience (Computer Studies)&lt;p&gt;&lt;/p&gt;&lt;p&gt;&lt;u&gt;Shift Timings:&lt;/u&gt;&lt;/p&gt;&lt;p&gt;Work in shift for ASIA or EMEA region: (9am – 6:30pm SGT) (3pm – midnight SGT). On-call rotation with team mates to cover night and week-end support.&lt;/p&gt;&lt;p&gt;&lt;/p&gt;,https://sg.linkedin.com/jobs/view/application-programmer-murex-at-migso-pcubed-3745311608?refId=1zLAAmkKNA6wr%2FKV0bSDDQ%3D%3D&trackingId=bGaCl4vV45iDIM1iDIE5Xw%3D%3D&position=17&pageNum=38&trk=public_jobs_jserp-result_search-card
Software Engineer (Enterprise Applications),DSO National Laboratories,", and ensure the fulfilment of these",https://sg.linkedin.com/jobs/view/software-engineer-enterprise-applications-at-dso-national-laboratories-3686131131?refId=1zLAAmkKNA6wr%2FKV0bSDDQ%3D%3D&trackingId=7LYlAjl%2F9Wq2gYBWNOLuOQ%3D%3D&position=19&pageNum=38&trk=public_jobs_jserp-result_search-card
Product Development Software Engineer (C/C++),ST Engineering,"into effective and efficient solutions. Work as a product development team to collectively manage the product development lifecycle from system design, development testing, and production.&lt;/p&gt;&lt;p&gt;&lt;/p&gt;&lt;p&gt;",https://sg.linkedin.com/jobs/view/product-development-software-engineer-c-c%2B%2B-at-st-engineering-3590922210?refId=1zLAAmkKNA6wr%2FKV0bSDDQ%3D%3D&trackingId=22Vug42GJd7KhSW5vCGXWQ%3D%3D&position=21&pageNum=38&trk=public_jobs_jserp-result_search-card
Research Fellow/Engineer (Chemical Plume Tomographic Algorithm) - EA2,Singapore Institute of Technology,"Have relevant competence in the areas of data analytics, machine learning, python programming and are familiar with data analytics software and platforms such as JupyterLab, SciPy ecosystem, scikit-learn libraries, tensorflow libraries.Knowledge in Computational Fluid Dynamics, ability to use OpenFOAM is a bonusA Bachelor, Masters or PhD in Data Science or EngineeringFluent verbal and written communications.",https://sg.linkedin.com/jobs/view/research-fellow-engineer-chemical-plume-tomographic-algorithm-ea2-at-singapore-institute-of-technology-3457464716?refId=1zLAAmkKNA6wr%2FKV0bSDDQ%3D%3D&trackingId=KQee9KvBO%2FnHnc5gR1mYkw%3D%3D&position=22&pageNum=38&trk=public_jobs_jserp-result_search-card
